date,country,cases,deaths
2020-03-16,Greenland,1,0
2020-03-17,Greenland,1,0
2020-03-18,Greenland,1,0
2020-03-19,Greenland,2,0
2020-03-20,Greenland,2,0
2020-03-21,Greenland,2,0
2020-03-22,Greenland,4,0
2020-03-23,Greenland,4,0
2020-03-24,Greenland,5,0
2020-03-25,Greenland,6,0
2020-03-26,Greenland,6,0
2020-03-27,Greenland,10,0
2020-03-28,Greenland,10,0
2020-03-29,Greenland,10,0
2020-03-30,Greenland,10,0
2020-03-31,Greenland,10,0
2020-04-01,Greenland,10,0
2020-04-02,Greenland,10,0
2020-04-03,Greenland,10,0
2020-04-04,Greenland,11,0
2020-04-05,Greenland,11,0
2020-04-06,Greenland,11,0
2020-04-07,Greenland,11,0
2020-04-08,Greenland,11,0
2020-04-09,Greenland,11,0
2020-04-10,Greenland,11,0
2020-04-11,Greenland,11,0
2020-04-12,Greenland,11,0
2020-04-13,Greenland,11,0
2020-04-14,Greenland,11,0
2020-04-15,Greenland,11,0
2020-04-16,Greenland,11,0
2020-04-17,Greenland,11,0
2020-04-18,Greenland,11,0
2020-04-19,Greenland,11,0
2020-04-20,Greenland,11,0
2020-04-21,Greenland,11,0
2020-04-22,Greenland,11,0
2020-04-23,Greenland,11,0
2020-04-24,Greenland,11,0
2020-04-25,Greenland,11,0
2020-04-26,Greenland,11,0
2020-04-27,Greenland,11,0
2020-04-28,Greenland,11,0
2020-04-29,Greenland,11,0
2020-04-30,Greenland,11,0
2020-05-01,Greenland,11,0
2020-05-02,Greenland,11,0
2020-05-03,Greenland,11,0
2020-05-04,Greenland,11,0
2020-05-05,Greenland,11,0
2020-05-06,Greenland,11,0
2020-05-07,Greenland,11,0
2020-05-08,Greenland,11,0
2020-05-09,Greenland,11,0
2020-05-10,Greenland,11,0
2020-05-11,Greenland,11,0
2020-05-12,Greenland,11,0
2020-05-13,Greenland,11,0
2020-05-14,Greenland,11,0
2020-01-22,Grenada,0,0
2020-01-23,Grenada,0,0
2020-01-24,Grenada,0,0
2020-01-25,Grenada,0,0
2020-01-26,Grenada,0,0
2020-01-27,Grenada,0,0
2020-01-28,Grenada,0,0
2020-01-29,Grenada,0,0
2020-01-30,Grenada,0,0
2020-01-31,Grenada,0,0
2020-02-01,Grenada,0,0
2020-02-02,Grenada,0,0
2020-02-03,Grenada,0,0
2020-02-04,Grenada,0,0
2020-02-05,Grenada,0,0
2020-02-06,Grenada,0,0
2020-02-07,Grenada,0,0
2020-02-08,Grenada,0,0
2020-02-09,Grenada,0,0
2020-02-10,Grenada,0,0
2020-02-11,Grenada,0,0
2020-02-12,Grenada,0,0
2020-02-13,Grenada,0,0
2020-02-14,Grenada,0,0
2020-02-15,Grenada,0,0
2020-02-16,Grenada,0,0
2020-02-17,Grenada,0,0
2020-02-18,Grenada,0,0
2020-02-19,Grenada,0,0
2020-02-20,Grenada,0,0
2020-02-21,Grenada,0,0
2020-02-22,Grenada,0,0
2020-02-23,Grenada,0,0
2020-02-24,Grenada,0,0
2020-02-25,Grenada,0,0
2020-02-26,Grenada,0,0
2020-02-27,Grenada,0,0
2020-02-28,Grenada,0,0
2020-02-29,Grenada,0,0
2020-03-01,Grenada,0,0
2020-03-02,Grenada,0,0
2020-03-03,Grenada,0,0
2020-03-04,Grenada,0,0
2020-03-05,Grenada,0,0
2020-03-06,Grenada,0,0
2020-03-07,Grenada,0,0
2020-03-08,Grenada,0,0
2020-03-09,Grenada,0,0
2020-03-10,Grenada,0,0
2020-03-11,Grenada,0,0
2020-03-12,Grenada,0,0
2020-03-13,Grenada,0,0
2020-03-14,Grenada,0,0
2020-03-15,Grenada,0,0
2020-03-16,Grenada,0,0
2020-03-17,Grenada,0,0
2020-03-18,Grenada,0,0
2020-03-19,Grenada,0,0
2020-03-20,Grenada,0,0
2020-03-21,Grenada,0,0
2020-03-22,Grenada,1,0
2020-03-23,Grenada,1,0
2020-03-24,Grenada,1,0
2020-03-25,Grenada,1,0
2020-03-26,Grenada,7,0
2020-03-27,Grenada,7,0
2020-03-28,Grenada,7,0
2020-03-29,Grenada,9,0
2020-03-30,Grenada,9,0
2020-03-31,Grenada,9,0
2020-04-01,Grenada,9,0
2020-04-02,Grenada,10,0
2020-04-03,Grenada,12,0
2020-04-04,Grenada,12,0
2020-04-05,Grenada,12,0
2020-04-06,Grenada,12,0
2020-04-07,Grenada,12,0
2020-04-08,Grenada,12,0
2020-04-09,Grenada,12,0
2020-04-10,Grenada,14,0
2020-04-11,Grenada,14,0
2020-04-12,Grenada,14,0
2020-04-13,Grenada,14,0
2020-04-14,Grenada,14,0
2020-04-15,Grenada,14,0
2020-04-16,Grenada,14,0
2020-04-17,Grenada,14,0
2020-04-18,Grenada,14,0
2020-04-19,Grenada,14,0
2020-04-20,Grenada,14,0
2020-04-21,Grenada,14,0
2020-04-22,Grenada,15,0
2020-04-23,Grenada,15,0
2020-04-24,Grenada,15,0
2020-04-25,Grenada,18,0
2020-04-26,Grenada,18,0
2020-04-27,Grenada,18,0
2020-04-28,Grenada,19,0
2020-04-29,Grenada,20,0
2020-04-30,Grenada,20,0
2020-05-01,Grenada,20,0
2020-05-02,Grenada,21,0
2020-05-03,Grenada,21,0
2020-05-04,Grenada,21,0
2020-05-05,Grenada,21,0
2020-05-06,Grenada,21,0
2020-05-07,Grenada,21,0
2020-05-08,Grenada,21,0
2020-05-09,Grenada,21,0
2020-05-10,Grenada,21,0
2020-05-11,Grenada,21,0
2020-05-12,Grenada,21,0
2020-05-13,Grenada,21,0
2020-05-14,Grenada,21,0
2020-01-22,Guadeloupe,0,0
2020-01-23,Guadeloupe,0,0
2020-01-24,Guadeloupe,0,0
2020-01-25,Guadeloupe,0,0
2020-01-26,Guadeloupe,0,0
2020-01-27,Guadeloupe,0,0
2020-01-28,Guadeloupe,0,0
2020-01-29,Guadeloupe,0,0
2020-01-30,Guadeloupe,0,0
2020-01-31,Guadeloupe,0,0
2020-02-01,Guadeloupe,0,0
2020-02-02,Guadeloupe,0,0
2020-02-03,Guadeloupe,0,0
2020-02-04,Guadeloupe,0,0
2020-02-05,Guadeloupe,0,0
2020-02-06,Guadeloupe,0,0
2020-02-07,Guadeloupe,0,0
2020-02-08,Guadeloupe,0,0
2020-02-09,Guadeloupe,0,0
2020-02-10,Guadeloupe,0,0
2020-02-11,Guadeloupe,0,0
2020-02-12,Guadeloupe,0,0
2020-02-13,Guadeloupe,0,0
2020-02-14,Guadeloupe,0,0
2020-02-15,Guadeloupe,0,0
2020-02-16,Guadeloupe,0,0
2020-02-17,Guadeloupe,0,0
2020-02-18,Guadeloupe,0,0
2020-02-19,Guadeloupe,0,0
2020-02-20,Guadeloupe,0,0
2020-02-21,Guadeloupe,0,0
2020-02-22,Guadeloupe,0,0
2020-02-23,Guadeloupe,0,0
2020-02-24,Guadeloupe,0,0
2020-02-25,Guadeloupe,0,0
2020-02-26,Guadeloupe,0,0
2020-02-27,Guadeloupe,0,0
2020-02-28,Guadeloupe,0,0
2020-02-29,Guadeloupe,0,0
2020-03-01,Guadeloupe,0,0
2020-03-02,Guadeloupe,0,0
2020-03-03,Guadeloupe,0,0
2020-03-04,Guadeloupe,0,0
2020-03-05,Guadeloupe,0,0
2020-03-06,Guadeloupe,0,0
2020-03-07,Guadeloupe,0,0
2020-03-08,Guadeloupe,0,0
2020-03-09,Guadeloupe,0,0
2020-03-10,Guadeloupe,0,0
2020-03-11,Guadeloupe,0,0
2020-03-12,Guadeloupe,0,0
2020-03-13,Guadeloupe,1,0
2020-03-14,Guadeloupe,1,0
2020-03-15,Guadeloupe,3,0
2020-03-16,Guadeloupe,6,0
2020-03-17,Guadeloupe,18,0
2020-03-18,Guadeloupe,27,0
2020-03-19,Guadeloupe,33,0
2020-03-20,Guadeloupe,45,0
2020-03-21,Guadeloupe,53,0
2020-03-22,Guadeloupe,58,1
2020-03-23,Guadeloupe,62,1
2020-03-24,Guadeloupe,62,1
2020-03-25,Guadeloupe,73,1
2020-03-26,Guadeloupe,73,1
2020-03-27,Guadeloupe,73,1
2020-03-28,Guadeloupe,102,2
2020-03-29,Guadeloupe,106,4
2020-03-30,Guadeloupe,106,4
2020-03-31,Guadeloupe,114,4
2020-04-01,Guadeloupe,125,6
2020-04-02,Guadeloupe,128,6
2020-04-03,Guadeloupe,130,7
2020-04-04,Guadeloupe,134,7
2020-04-05,Guadeloupe,135,7
2020-04-06,Guadeloupe,135,7
2020-04-07,Guadeloupe,139,7
2020-04-08,Guadeloupe,141,8
2020-04-09,Guadeloupe,141,8
2020-04-10,Guadeloupe,143,8
2020-04-11,Guadeloupe,143,8
2020-04-12,Guadeloupe,143,8
2020-04-13,Guadeloupe,143,8
2020-04-14,Guadeloupe,145,8
2020-04-15,Guadeloupe,145,8
2020-04-16,Guadeloupe,145,8
2020-04-17,Guadeloupe,145,8
2020-04-18,Guadeloupe,148,8
2020-04-19,Guadeloupe,148,8
2020-04-20,Guadeloupe,148,8
2020-04-21,Guadeloupe,148,12
2020-04-22,Guadeloupe,148,12
2020-04-23,Guadeloupe,148,12
2020-04-24,Guadeloupe,149,12
2020-04-25,Guadeloupe,149,12
2020-04-26,Guadeloupe,149,12
2020-04-27,Guadeloupe,149,12
2020-04-28,Guadeloupe,149,12
2020-04-29,Guadeloupe,149,12
2020-04-30,Guadeloupe,151,12
2020-05-01,Guadeloupe,152,12
2020-05-02,Guadeloupe,152,12
2020-05-03,Guadeloupe,152,12
2020-05-04,Guadeloupe,152,12
2020-05-05,Guadeloupe,152,12
2020-05-06,Guadeloupe,152,13
2020-05-07,Guadeloupe,153,13
2020-05-08,Guadeloupe,154,13
2020-05-09,Guadeloupe,154,13
2020-05-10,Guadeloupe,154,13
2020-05-11,Guadeloupe,154,13
2020-05-12,Guadeloupe,155,13
2020-05-13,Guadeloupe,155,13
2020-05-14,Guadeloupe,155,13
2020-01-22,Guatemala,0,0
2020-01-23,Guatemala,0,0
2020-01-24,Guatemala,0,0
2020-01-25,Guatemala,0,0
2020-01-26,Guatemala,0,0
2020-01-27,Guatemala,0,0
2020-01-28,Guatemala,0,0
2020-01-29,Guatemala,0,0
2020-01-30,Guatemala,0,0
2020-01-31,Guatemala,0,0
2020-02-01,Guatemala,0,0
2020-02-02,Guatemala,0,0
2020-02-03,Guatemala,0,0
2020-02-04,Guatemala,0,0
2020-02-05,Guatemala,0,0
2020-02-06,Guatemala,0,0
2020-02-07,Guatemala,0,0
2020-02-08,Guatemala,0,0
2020-02-09,Guatemala,0,0
2020-02-10,Guatemala,0,0
2020-02-11,Guatemala,0,0
2020-02-12,Guatemala,0,0
2020-02-13,Guatemala,0,0
2020-02-14,Guatemala,0,0
2020-02-15,Guatemala,0,0
2020-02-16,Guatemala,0,0
2020-02-17,Guatemala,0,0
2020-02-18,Guatemala,0,0
2020-02-19,Guatemala,0,0
2020-02-20,Guatemala,0,0
2020-02-21,Guatemala,0,0
2020-02-22,Guatemala,0,0
2020-02-23,Guatemala,0,0
2020-02-24,Guatemala,0,0
2020-02-25,Guatemala,0,0
2020-02-26,Guatemala,0,0
2020-02-27,Guatemala,0,0
2020-02-28,Guatemala,0,0
2020-02-29,Guatemala,0,0
2020-03-01,Guatemala,0,0
2020-03-02,Guatemala,0,0
2020-03-03,Guatemala,0,0
2020-03-04,Guatemala,0,0
2020-03-05,Guatemala,0,0
2020-03-06,Guatemala,0,0
2020-03-07,Guatemala,0,0
2020-03-08,Guatemala,0,0
2020-03-09,Guatemala,0,0
2020-03-10,Guatemala,0,0
2020-03-11,Guatemala,0,0
2020-03-12,Guatemala,0,0
2020-03-13,Guatemala,0,0
2020-03-14,Guatemala,1,0
2020-03-15,Guatemala,1,0
2020-03-16,Guatemala,2,1
2020-03-17,Guatemala,6,1
2020-03-18,Guatemala,6,1
2020-03-19,Guatemala,9,1
2020-03-20,Guatemala,12,1
2020-03-21,Guatemala,17,1
2020-03-22,Guatemala,19,1
2020-03-23,Guatemala,20,1
2020-03-24,Guatemala,21,1
2020-03-25,Guatemala,24,1
2020-03-26,Guatemala,25,1
2020-03-27,Guatemala,28,1
2020-03-28,Guatemala,34,1
2020-03-29,Guatemala,34,1
2020-03-30,Guatemala,36,1
2020-03-31,Guatemala,38,1
2020-04-01,Guatemala,39,1
2020-04-02,Guatemala,47,1
2020-04-03,Guatemala,50,1
2020-04-04,Guatemala,61,2
2020-04-05,Guatemala,61,2
2020-04-06,Guatemala,70,3
2020-04-07,Guatemala,77,3
2020-04-08,Guatemala,87,3
2020-04-09,Guatemala,95,3
2020-04-10,Guatemala,126,3
2020-04-11,Guatemala,137,3
2020-04-12,Guatemala,155,5
2020-04-13,Guatemala,156,5
2020-04-14,Guatemala,167,5
2020-04-15,Guatemala,180,5
2020-04-16,Guatemala,196,5
2020-04-17,Guatemala,214,7
2020-04-18,Guatemala,235,7
2020-04-19,Guatemala,257,7
2020-04-20,Guatemala,289,7
2020-04-21,Guatemala,294,7
2020-04-22,Guatemala,316,8
2020-04-23,Guatemala,384,11
2020-04-24,Guatemala,430,11
2020-04-25,Guatemala,473,13
2020-04-26,Guatemala,500,15
2020-04-27,Guatemala,530,15
2020-04-28,Guatemala,530,15
2020-04-29,Guatemala,557,16
2020-04-30,Guatemala,599,16
2020-05-01,Guatemala,644,16
2020-05-02,Guatemala,688,17
2020-05-03,Guatemala,703,17
2020-05-04,Guatemala,730,19
2020-05-05,Guatemala,763,19
2020-05-06,Guatemala,798,21
2020-05-07,Guatemala,832,23
2020-05-08,Guatemala,900,24
2020-05-09,Guatemala,967,24
2020-05-10,Guatemala,1052,26
2020-05-11,Guatemala,1114,26
2020-05-12,Guatemala,1199,27
2020-05-13,Guatemala,1342,29
2020-05-14,Guatemala,1518,29
2020-01-22,Guinea,0,0
2020-01-23,Guinea,0,0
2020-01-24,Guinea,0,0
2020-01-25,Guinea,0,0
2020-01-26,Guinea,0,0
2020-01-27,Guinea,0,0
2020-01-28,Guinea,0,0
2020-01-29,Guinea,0,0
2020-01-30,Guinea,0,0
2020-01-31,Guinea,0,0
2020-02-01,Guinea,0,0
2020-02-02,Guinea,0,0
2020-02-03,Guinea,0,0
2020-02-04,Guinea,0,0
2020-02-05,Guinea,0,0
2020-02-06,Guinea,0,0
2020-02-07,Guinea,0,0
2020-02-08,Guinea,0,0
2020-02-09,Guinea,0,0
2020-02-10,Guinea,0,0
2020-02-11,Guinea,0,0
2020-02-12,Guinea,0,0
2020-02-13,Guinea,0,0
2020-02-14,Guinea,0,0
2020-02-15,Guinea,0,0
2020-02-16,Guinea,0,0
2020-02-17,Guinea,0,0
2020-02-18,Guinea,0,0
2020-02-19,Guinea,0,0
2020-02-20,Guinea,0,0
2020-02-21,Guinea,0,0
2020-02-22,Guinea,0,0
2020-02-23,Guinea,0,0
2020-02-24,Guinea,0,0
2020-02-25,Guinea,0,0
2020-02-26,Guinea,0,0
2020-02-27,Guinea,0,0
2020-02-28,Guinea,0,0
2020-02-29,Guinea,0,0
2020-03-01,Guinea,0,0
2020-03-02,Guinea,0,0
2020-03-03,Guinea,0,0
2020-03-04,Guinea,0,0
2020-03-05,Guinea,0,0
2020-03-06,Guinea,0,0
2020-03-07,Guinea,0,0
2020-03-08,Guinea,0,0
2020-03-09,Guinea,0,0
2020-03-10,Guinea,0,0
2020-03-11,Guinea,0,0
2020-03-12,Guinea,0,0
2020-03-13,Guinea,1,0
2020-03-14,Guinea,1,0
2020-03-15,Guinea,1,0
2020-03-16,Guinea,1,0
2020-03-17,Guinea,1,0
2020-03-18,Guinea,1,0
2020-03-19,Guinea,1,0
2020-03-20,Guinea,1,0
2020-03-21,Guinea,2,0
2020-03-22,Guinea,2,0
2020-03-23,Guinea,4,0
2020-03-24,Guinea,4,0
2020-03-25,Guinea,4,0
2020-03-26,Guinea,4,0
2020-03-27,Guinea,8,0
2020-03-28,Guinea,8,0
2020-03-29,Guinea,16,0
2020-03-30,Guinea,22,0
2020-03-31,Guinea,22,0
2020-04-01,Guinea,30,0
2020-04-02,Guinea,52,0
2020-04-03,Guinea,73,0
2020-04-04,Guinea,111,0
2020-04-05,Guinea,121,0
2020-04-06,Guinea,128,0
2020-04-07,Guinea,144,0
2020-04-08,Guinea,164,0
2020-04-09,Guinea,194,0
2020-04-10,Guinea,212,0
2020-04-11,Guinea,250,0
2020-04-12,Guinea,250,0
2020-04-13,Guinea,319,0
2020-04-14,Guinea,363,0
2020-04-15,Guinea,404,1
2020-04-16,Guinea,438,1
2020-04-17,Guinea,477,3
2020-04-18,Guinea,518,3
2020-04-19,Guinea,579,5
2020-04-20,Guinea,622,5
2020-04-21,Guinea,688,6
2020-04-22,Guinea,761,6
2020-04-23,Guinea,862,6
2020-04-24,Guinea,954,6
2020-04-25,Guinea,996,7
2020-04-26,Guinea,996,7
2020-04-27,Guinea,1163,7
2020-04-28,Guinea,1240,7
2020-04-29,Guinea,1351,7
2020-04-30,Guinea,1495,7
2020-05-01,Guinea,1537,7
2020-05-02,Guinea,1586,7
2020-05-03,Guinea,1586,7
2020-05-04,Guinea,1710,9
2020-05-05,Guinea,1811,10
2020-05-06,Guinea,1856,11
2020-05-07,Guinea,1927,11
2020-05-08,Guinea,2009,11
2020-05-09,Guinea,2042,11
2020-05-10,Guinea,2146,11
2020-05-11,Guinea,2146,11
2020-05-12,Guinea,2298,11
2020-05-13,Guinea,2374,14
2020-05-14,Guinea,2473,15
2020-01-22,Guinea-Bissau,0,0
2020-01-23,Guinea-Bissau,0,0
2020-01-24,Guinea-Bissau,0,0
2020-01-25,Guinea-Bissau,0,0
2020-01-26,Guinea-Bissau,0,0
2020-01-27,Guinea-Bissau,0,0
2020-01-28,Guinea-Bissau,0,0
2020-01-29,Guinea-Bissau,0,0
2020-01-30,Guinea-Bissau,0,0
2020-01-31,Guinea-Bissau,0,0
2020-02-01,Guinea-Bissau,0,0
2020-02-02,Guinea-Bissau,0,0
2020-02-03,Guinea-Bissau,0,0
2020-02-04,Guinea-Bissau,0,0
2020-02-05,Guinea-Bissau,0,0
2020-02-06,Guinea-Bissau,0,0
2020-02-07,Guinea-Bissau,0,0
2020-02-08,Guinea-Bissau,0,0
2020-02-09,Guinea-Bissau,0,0
2020-02-10,Guinea-Bissau,0,0
2020-02-11,Guinea-Bissau,0,0
2020-02-12,Guinea-Bissau,0,0
2020-02-13,Guinea-Bissau,0,0
2020-02-14,Guinea-Bissau,0,0
2020-02-15,Guinea-Bissau,0,0
2020-02-16,Guinea-Bissau,0,0
2020-02-17,Guinea-Bissau,0,0
2020-02-18,Guinea-Bissau,0,0
2020-02-19,Guinea-Bissau,0,0
2020-02-20,Guinea-Bissau,0,0
2020-02-21,Guinea-Bissau,0,0
2020-02-22,Guinea-Bissau,0,0
2020-02-23,Guinea-Bissau,0,0
2020-02-24,Guinea-Bissau,0,0
2020-02-25,Guinea-Bissau,0,0
2020-02-26,Guinea-Bissau,0,0
2020-02-27,Guinea-Bissau,0,0
2020-02-28,Guinea-Bissau,0,0
2020-02-29,Guinea-Bissau,0,0
2020-03-01,Guinea-Bissau,0,0
2020-03-02,Guinea-Bissau,0,0
2020-03-03,Guinea-Bissau,0,0
2020-03-04,Guinea-Bissau,0,0
2020-03-05,Guinea-Bissau,0,0
2020-03-06,Guinea-Bissau,0,0
2020-03-07,Guinea-Bissau,0,0
2020-03-08,Guinea-Bissau,0,0
2020-03-09,Guinea-Bissau,0,0
2020-03-10,Guinea-Bissau,0,0
2020-03-11,Guinea-Bissau,0,0
2020-03-12,Guinea-Bissau,0,0
2020-03-13,Guinea-Bissau,0,0
2020-03-14,Guinea-Bissau,0,0
2020-03-15,Guinea-Bissau,0,0
2020-03-16,Guinea-Bissau,0,0
2020-03-17,Guinea-Bissau,0,0
2020-03-18,Guinea-Bissau,0,0
2020-03-19,Guinea-Bissau,0,0
2020-03-20,Guinea-Bissau,0,0
2020-03-21,Guinea-Bissau,0,0
2020-03-22,Guinea-Bissau,0,0
2020-03-23,Guinea-Bissau,0,0
2020-03-24,Guinea-Bissau,0,0
2020-03-25,Guinea-Bissau,2,0
2020-03-26,Guinea-Bissau,2,0
2020-03-27,Guinea-Bissau,2,0
2020-03-28,Guinea-Bissau,2,0
2020-03-29,Guinea-Bissau,2,0
2020-03-30,Guinea-Bissau,8,0
2020-03-31,Guinea-Bissau,8,0
2020-04-01,Guinea-Bissau,9,0
2020-04-02,Guinea-Bissau,9,0
2020-04-03,Guinea-Bissau,15,0
2020-04-04,Guinea-Bissau,18,0
2020-04-05,Guinea-Bissau,18,0
2020-04-06,Guinea-Bissau,18,0
2020-04-07,Guinea-Bissau,33,0
2020-04-08,Guinea-Bissau,33,0
2020-04-09,Guinea-Bissau,36,0
2020-04-10,Guinea-Bissau,36,0
2020-04-11,Guinea-Bissau,38,0
2020-04-12,Guinea-Bissau,38,0
2020-04-13,Guinea-Bissau,38,0
2020-04-14,Guinea-Bissau,38,0
2020-04-15,Guinea-Bissau,43,0
2020-04-16,Guinea-Bissau,43,0
2020-04-17,Guinea-Bissau,43,0
2020-04-18,Guinea-Bissau,46,0
2020-04-19,Guinea-Bissau,50,0
2020-04-20,Guinea-Bissau,50,0
2020-04-21,Guinea-Bissau,50,0
2020-04-22,Guinea-Bissau,50,0
2020-04-23,Guinea-Bissau,50,0
2020-04-24,Guinea-Bissau,52,0
2020-04-25,Guinea-Bissau,52,0
2020-04-26,Guinea-Bissau,53,1
2020-04-27,Guinea-Bissau,73,1
2020-04-28,Guinea-Bissau,73,1
2020-04-29,Guinea-Bissau,205,1
2020-04-30,Guinea-Bissau,205,1
2020-05-01,Guinea-Bissau,257,1
2020-05-02,Guinea-Bissau,257,1
2020-05-03,Guinea-Bissau,257,1
2020-05-04,Guinea-Bissau,413,1
2020-05-05,Guinea-Bissau,413,1
2020-05-06,Guinea-Bissau,475,2
2020-05-07,Guinea-Bissau,564,2
2020-05-08,Guinea-Bissau,594,2
2020-05-09,Guinea-Bissau,641,3
2020-05-10,Guinea-Bissau,726,3
2020-05-11,Guinea-Bissau,761,3
2020-05-12,Guinea-Bissau,820,3
2020-05-13,Guinea-Bissau,836,3
2020-05-14,Guinea-Bissau,913,3
2020-01-22,Guyana,0,0
2020-01-23,Guyana,0,0
2020-01-24,Guyana,0,0
2020-01-25,Guyana,0,0
2020-01-26,Guyana,0,0
2020-01-27,Guyana,0,0
2020-01-28,Guyana,0,0
2020-01-29,Guyana,0,0
2020-01-30,Guyana,0,0
2020-01-31,Guyana,0,0
2020-02-01,Guyana,0,0
2020-02-02,Guyana,0,0
2020-02-03,Guyana,0,0
2020-02-04,Guyana,0,0
2020-02-05,Guyana,0,0
2020-02-06,Guyana,0,0
2020-02-07,Guyana,0,0
2020-02-08,Guyana,0,0
2020-02-09,Guyana,0,0
2020-02-10,Guyana,0,0
2020-02-11,Guyana,0,0
2020-02-12,Guyana,0,0
2020-02-13,Guyana,0,0
2020-02-14,Guyana,0,0
2020-02-15,Guyana,0,0
2020-02-16,Guyana,0,0
2020-02-17,Guyana,0,0
2020-02-18,Guyana,0,0
2020-02-19,Guyana,0,0
2020-02-20,Guyana,0,0
2020-02-21,Guyana,0,0
2020-02-22,Guyana,0,0
2020-02-23,Guyana,0,0
2020-02-24,Guyana,0,0
2020-02-25,Guyana,0,0
2020-02-26,Guyana,0,0
2020-02-27,Guyana,0,0
2020-02-28,Guyana,0,0
2020-02-29,Guyana,0,0
2020-03-01,Guyana,0,0
2020-03-02,Guyana,0,0
2020-03-03,Guyana,0,0
2020-03-04,Guyana,0,0
2020-03-05,Guyana,0,0
2020-03-06,Guyana,0,0
2020-03-07,Guyana,0,0
2020-03-08,Guyana,0,0
2020-03-09,Guyana,0,0
2020-03-10,Guyana,0,0
2020-03-11,Guyana,0,0
2020-03-12,Guyana,1,1
2020-03-13,Guyana,1,1
2020-03-14,Guyana,1,1
2020-03-15,Guyana,4,1
2020-03-16,Guyana,4,1
2020-03-17,Guyana,7,1
2020-03-18,Guyana,7,1
2020-03-19,Guyana,7,1
2020-03-20,Guyana,7,1
2020-03-21,Guyana,7,1
2020-03-22,Guyana,19,1
2020-03-23,Guyana,20,1
2020-03-24,Guyana,5,1
2020-03-25,Guyana,5,1
2020-03-26,Guyana,5,1
2020-03-27,Guyana,5,1
2020-03-28,Guyana,8,1
2020-03-29,Guyana,8,1
2020-03-30,Guyana,8,1
2020-03-31,Guyana,12,2
2020-04-01,Guyana,19,2
2020-04-02,Guyana,19,4
2020-04-03,Guyana,23,4
2020-04-04,Guyana,23,4
2020-04-05,Guyana,24,4
2020-04-06,Guyana,31,4
2020-04-07,Guyana,33,5
2020-04-08,Guyana,37,6
2020-04-09,Guyana,37,6
2020-04-10,Guyana,37,6
2020-04-11,Guyana,45,6
2020-04-12,Guyana,45,6
2020-04-13,Guyana,45,6
2020-04-14,Guyana,47,6
2020-04-15,Guyana,55,6
2020-04-16,Guyana,55,6
2020-04-17,Guyana,63,6
2020-04-18,Guyana,63,6
2020-04-19,Guyana,65,7
2020-04-20,Guyana,65,7
2020-04-21,Guyana,66,7
2020-04-22,Guyana,67,7
2020-04-23,Guyana,70,7
2020-04-24,Guyana,73,7
2020-04-25,Guyana,73,7
2020-04-26,Guyana,74,8
2020-04-27,Guyana,74,8
2020-04-28,Guyana,74,8
2020-04-29,Guyana,78,8
2020-04-30,Guyana,82,9
2020-05-01,Guyana,82,9
2020-05-02,Guyana,82,9
2020-05-03,Guyana,82,9
2020-05-04,Guyana,92,9
2020-05-05,Guyana,93,10
2020-05-06,Guyana,93,10
2020-05-07,Guyana,93,10
2020-05-08,Guyana,94,10
2020-05-09,Guyana,94,10
2020-05-10,Guyana,104,10
2020-05-11,Guyana,109,10
2020-05-12,Guyana,113,10
2020-05-13,Guyana,113,10
2020-05-14,Guyana,113,10
2020-01-22,Haiti,0,0
2020-01-23,Haiti,0,0
2020-01-24,Haiti,0,0
2020-01-25,Haiti,0,0
2020-01-26,Haiti,0,0
2020-01-27,Haiti,0,0
2020-01-28,Haiti,0,0
2020-01-29,Haiti,0,0
2020-01-30,Haiti,0,0
2020-01-31,Haiti,0,0
2020-02-01,Haiti,0,0
2020-02-02,Haiti,0,0
2020-02-03,Haiti,0,0
2020-02-04,Haiti,0,0
2020-02-05,Haiti,0,0
2020-02-06,Haiti,0,0
2020-02-07,Haiti,0,0
2020-02-08,Haiti,0,0
2020-02-09,Haiti,0,0
2020-02-10,Haiti,0,0
2020-02-11,Haiti,0,0
2020-02-12,Haiti,0,0
2020-02-13,Haiti,0,0
2020-02-14,Haiti,0,0
2020-02-15,Haiti,0,0
2020-02-16,Haiti,0,0
2020-02-17,Haiti,0,0
2020-02-18,Haiti,0,0
2020-02-19,Haiti,0,0
2020-02-20,Haiti,0,0
2020-02-21,Haiti,0,0
2020-02-22,Haiti,0,0
2020-02-23,Haiti,0,0
2020-02-24,Haiti,0,0
2020-02-25,Haiti,0,0
2020-02-26,Haiti,0,0
2020-02-27,Haiti,0,0
2020-02-28,Haiti,0,0
2020-02-29,Haiti,0,0
2020-03-01,Haiti,0,0
2020-03-02,Haiti,0,0
2020-03-03,Haiti,0,0
2020-03-04,Haiti,0,0
2020-03-05,Haiti,0,0
2020-03-06,Haiti,0,0
2020-03-07,Haiti,0,0
2020-03-08,Haiti,0,0
2020-03-09,Haiti,0,0
2020-03-10,Haiti,0,0
2020-03-11,Haiti,0,0
2020-03-12,Haiti,0,0
2020-03-13,Haiti,0,0
2020-03-14,Haiti,0,0
2020-03-15,Haiti,0,0
2020-03-16,Haiti,0,0
2020-03-17,Haiti,0,0
2020-03-18,Haiti,0,0
2020-03-19,Haiti,0,0
2020-03-20,Haiti,2,0
2020-03-21,Haiti,2,0
2020-03-22,Haiti,2,0
2020-03-23,Haiti,6,0
2020-03-24,Haiti,7,0
2020-03-25,Haiti,8,0
